OBJECTID,FEATURE_TYPE,INDUSTRY_ID,STATION_NAME,STATION_OWNER,STATION_DESCRIPTION,STATION_ADDRESS,STATION_SUBURB,STATION_POSTCODE,STATION_STATE,OPERATIONAL_STATUS,SPATIAL_CONFIDENCE,GNAF_ASSIGNMENT_METHOD,STATION_REVISED_DATE,GNAF_FORMATTED_ADDRESS,GNAF_ADDRESS_DETAIL_PID,GNAF_CONFIDENCE,GNAF_SUBURB,GNAF_POSTCODE,DISTANCE_TO_GNAF
3388,PETROL STATION,2410,BP CAMPBELLFIELD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1489 SYDNEY ROAD,CAMPBELLFIELD,3061,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1489 SYDNEY ROAD,GAVIC423677955,1,CAMPBELLFIELD,3061,24.3
3389,PETROL STATION,,COLES EXPRESS ELTHAM,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,660 MAIN ROAD,ELTHAM,3095,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,660 MAIN ROAD,GAVIC420448752,2,ELTHAM,3095,35.3
3390,PETROL STATION,,DONCASTER EAST,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,183-185 REYNOLDS ROAD,DONCASTER EAST,3109,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,183-185 REYNOLDS ROAD,GAVIC421631197,0,DONCASTER EAST,3109,3.5
3391,PETROL STATION,,CALTEX MOORABBIN,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,582-586 SOUTH ROAD,MOORABBIN,3189,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,582-586 SOUTH ROAD,GAVIC421615924,1,MOORABBIN,3189,10.2
3392,PETROL STATION,,SAFEWAY CALTEX SEBASTOPOL,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,3 HERTFORD STREET,SEBASTOPOL,3356,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,3 HERTFORD STREET,GAVIC414270921,1,SEBASTOPOL,3356,10.7
3393,PETROL STATION,4500,BP BRUTHEN,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,70 MAIN STREET,BRUTHEN,3885,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,70 MAIN STREET,GAVIC420978590,1,BRUTHEN,3885,13.4
3394,PETROL STATION,,CALTEX NHILL,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,92 VICTORIA STREET,NHILL,3418,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,92 VICTORIA STREET,GAVIC420044959,2,NHILL,3418,31.3
3395,PETROL STATION,,CALTEX PIANGIL,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,82 MURRAY STREET,PIANGIL,3597,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,82 MURRAY STREET,GAVIC420291787,2,PIANGIL,3597,27.7
3396,PETROL STATION,,CALTEX COHUNA,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,103 KING GEORGE STREET,COHUNA,3568,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,103 KING GEORGE STREET,GAVIC423637141,1,COHUNA,3568,20.5
3397,PETROL STATION,,SAFEWAY CALTEX AIRPORT WEST,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,29-35 LOUIS STREET,AIRPORT WEST,3042,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3398,PETROL STATION,,SAFEWAY CALTEX MORNINGTON EAST,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,135 BENTONS ROAD,MORNINGTON,3931,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3399,PETROL STATION,,KARINGAL,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,330 FRANKSTON-CRANBOURNE ROAD,FRANKSTON,3199,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3400,PETROL STATION,,MEENIYAN SHELL ,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOT 26 WHITELAW STREET,MEENIYAN,3956,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3401,PETROL STATION,412008,MOBIL SHEPPARTON,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,58-60 NIXON STREET,SHEPPARTON,3630,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3402,PETROL STATION,5909,AA WALLAN OUTBOUND,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1015 HUME HIGHWAY,WALLAN,3756,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3403,PETROL STATION,,MALVERN EAST,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,MALVERN ROAD,MALVERN EAST,3145,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3404,PETROL STATION,,COLES EXPRESS BULLEEN,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,MANNINGHAM ROAD AND GRANT OLSEN AVENUE,BULLEEN,3105,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3405,PETROL STATION,183,BP BELMONT,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,77A ROSLYN ROAD,BELMONT,3216,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3406,PETROL STATION,,NUNAWADING,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,488 SPRINGVALE ROAD,NUNAWADING,3131,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3407,PETROL STATION,,COLES EXPRESS BURWOOD,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,BURWOOD HIGHWAY AND CENTRAL AVENUE,BURWOOD,3125,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3408,PETROL STATION,,COLES EXPRESS ARARAT,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,280 BARKLY STREET,ARARAT,3377,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3409,PETROL STATION,3535,BP 2GO CRANBOURNE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER HIGH AND CLARENDON STREET,CRANBOURNE,3977,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3410,PETROL STATION,,AIRPORT WEST ,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,10 LOUIS STREET,AIRPORT WEST,3042,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3411,PETROL STATION,,CALTEX LEOPOLD,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,812 BELLARINE HIGHWAY,LEOPOLD,3224,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3412,PETROL STATION,,SAFEWAY CALTEX WONTHAGGI,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,4A MURRAY STREET,WONTHAGGI,3995,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3413,PETROL STATION,150,BP  MOUNT ELIZA,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1388 NEPEAN HIGHWAY,MOUNT ELIZA,3930,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3414,PETROL STATION,,TRARALGON,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER PARK LANE AND SMITH STREET,TRARALGON,3844,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3415,PETROL STATION,,PAYNESVILLE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,PAYNESVILLE ROAD,PAYNESVILLE,3880,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3416,PETROL STATION,,YEA ,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,98-100 HIGH STREET,YEA,3717,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3417,PETROL STATION,,HAMPDEN,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,SOUTH ROAD,HAMPDEN,3187,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3418,PETROL STATION,72,BP KANGAROO FLAT,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,172A HIGH STREET,KANGAROO FLAT,3555,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3419,PETROL STATION,5908,AA WALLAN INBOUND,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1052 HUME HIGHWAY,WALLAN,3756,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3420,PETROL STATION,5439,BP  PAKENHAM,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOT 2001 PRINCES HIGHWAY,PAKENHAM,3810,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3421,PETROL STATION,,HAWTHORN,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CHURCH STREET,HAWTHORN,3122,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3422,PETROL STATION,,BAYSWATER,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,SCORESBY ROAD,BAYSWATER,3153,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3423,PETROL STATION,,7 ELEVEN BOX HILL,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,786 WHITEHORSE ROAD,BOX HILL,3103,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3424,PETROL STATION,3052,BP EUROA,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,29 TARACOMBE STREET,EUROA,3666,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3425,PETROL STATION,,COLES EXPRESS SUNSHINE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,392-394 BALLARAT ROAD,SUNSHINE NORTH,3020,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3426,PETROL STATION,,COLES EXPRESS CROYDON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,168 MOUNT DANDENONG ROAD,CROYDON,3136,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3427,PETROL STATION,,SAFEWAY CALTEX FRANKSTON NORTH,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 CHIAM COURT,LANGWARREN,3910,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3428,PETROL STATION,,SAFEWAY CALTEX SWAN HILL,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,112 BEVERIDGE STREET,SWAN HILL,3585,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3429,PETROL STATION,,MCKINNON,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,MCKINNON ROAD,MCKINNON,3204,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3430,PETROL STATION,,CALTEX GROVEDALE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,,GROVEDALE,3216,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3431,PETROL STATION,3379,BP HAMPTON PARK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,345 S GIPPSLAND HIGHWAY,LYNBROOK,3975,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3432,PETROL STATION,5426,BP BALLARAT CENTRAL,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1104 STURT STREET,BALLARAT,3350,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3433,PETROL STATION,,BELMONT,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,19-21 SETTLEMENT ROAD,BELMONT,3216,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3434,PETROL STATION,,COLES EXPRESS DINGLEY,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,122 BOUNDARY ROAD,BRAESIDE,3195,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3435,PETROL STATION,,"RINGWOOD EAST
",7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOUGHNAN ROAD,RINGWOOD,3134,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3436,PETROL STATION,,CRANBOURNE,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,183-185 SLADEN STREET,CRANBOURNE,3977,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3437,PETROL STATION,,SAFEWAY CALTEX PORTLAND,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,29 TYERS STREET,PORTLAND,3305,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3438,PETROL STATION,,COLES EXPRESS SHEPPARTON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,543 GOULBURN VALLEY HIGHWAY,SHEPPARTON,3630,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3439,PETROL STATION,271,BP  CARLTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,117 ELGIN STREET,CARLTON,3053,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3440,PETROL STATION,3371,BP GLENROY,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,770 PASCOE VALE ROAD,GLENROY,3046,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3441,PETROL STATION,3377,HEATHCOTE NORTHEND ROADHOUSE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,212 HIGH STREET,HEATHCOTE,3523,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3442,PETROL STATION,,ELTHAM,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOT 1 SHERBOURNE ROAD,ELTHAM,3095,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3443,PETROL STATION,,COLES EXPRESS BRANDON PARK,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,SPRINGVALE ROAD,BRANDON PARK,3150,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3444,PETROL STATION,5423,BP CLAYTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1358 CENTRE ROAD,CLAYTON SOUTH,3169,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3445,PETROL STATION,,BAYSWATER,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,254-300 CANTERBURY ROAD,BAYSWATER NORTH,3153,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3446,PETROL STATION,,CALTEX MYRTLEFORD,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,59-61 MYRTLE STREET,MYRTLEFORD,3737,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3447,PETROL STATION,412045,MOBIL TATURA,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,180-190 HOGAN STREET,TATURA,3616,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3448,PETROL STATION,,SAFEWAY CALTEX MARYBOROUGH,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOT 2 TUAGGRA STREET,MARYBOROUGH,3465,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3449,PETROL STATION,412076,MOBIL ROBINVALE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,70-74 BROMLEY ROAD,ROBINVALE,3549,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3450,PETROL STATION,,ASHWOOD,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,WARRIGAL ROAD,ASHWOOD,3147,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3451,PETROL STATION,3722,BP  RESERVOIR,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,35 GISBORNE CRESCENT,RESERVOIR,3073,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3452,PETROL STATION,,ROCKBANK,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1593 WESTERN HIGHWAY,ROCKBANK,3335,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3453,PETROL STATION,274,BP  RICHMOND - CHURCH STREET,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,581 CHURCH STREET,RICHMOND,3121,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3454,PETROL STATION,2474,BP MANSFIELD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,145 MOUNT BULLER ROAD,MANSFIELD,3722,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3455,PETROL STATION,,POINT COOK,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,WALLACE AVENUE,POINT COOK,3030,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3456,PETROL STATION,,MOUNT WAVERLEY,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,WAVERLEY ROAD,MOUNT WAVERLEY,3149,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3457,PETROL STATION,,COLES EXPRESS DONCASTER EAST,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,484 BLACKBURN ROAD,DONCASTER EAST,3109,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3458,PETROL STATION,,CALTEX SEA LAKE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CALDER HIGHWAY AND GREER STREET,SEA LAKE,3533,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3459,PETROL STATION,,CALTEX RED CLIFFS,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,18 JACARANDA STREET,RED CLIFFS,3496,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3460,PETROL STATION,3811,BP MOONEE VALE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,181-183 PASCOE VALE ROAD,MOONEE PONDS,3039,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3461,PETROL STATION,,SAFEWAY CALTEX BROADMEADOWS,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,PEARCEDALE PARADE,BROADMEADOWS,3047,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3462,PETROL STATION,412033,MOBIL KANIVA,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,86 COMMERCIAL STREET EAST,KANIVA,3419,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3463,PETROL STATION,,COLES EXPRESS NUNAWADING,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,340 WHITEHORSE ROAD,NUNAWADING,3131,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3464,PETROL STATION,,FRANKSTON,MOBIL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,FRANKSTON-CRANBOURNE ROAD,FRANKSTON,3199,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3465,PETROL STATION,,COLES EXPRESS MOUNTAIN HIGHWAY,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,758-760 MOUNTAIN HIGHWAY,BAYSWATER,3153,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3466,PETROL STATION,,TARNEIT,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,618 TARNEIT ROAD,TARNEIT,3029,VIC,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3467,PETROL STATION,,SAFEWAY CALTEX SEAFORD NORTH,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,14-16 NEPEAN HIGHWAY,SEAFORD,3198,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3468,PETROL STATION,,EPPING NORTH,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,,EPPING,3076,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
3469,PETROL STATION,,BRAESIDE,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,402 - 404 LOWER DANDENONG ROAD,BRAESIDE,3195,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
3470,PETROL STATION,,MOBIL SALE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,127-133 FOSTER STREET,SALE,3850,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
